year,market,riceIndex,evidence,sourceNote
1603,edo,1.2101,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1675,edo,0.6279,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1676,edo,0.6161,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1677,edo,0.6148,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1678,edo,0.6304,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1679,edo,0.6980,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1680,edo,0.6402,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1681,edo,0.6336,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1682,edo,0.6087,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1683,edo,0.6075,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1684,edo,0.6401,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1685,edo,0.6070,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1686,edo,0.6041,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1687,edo,0.6031,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1688,edo,0.6175,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1689,edo,0.6009,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1690,edo,0.5999,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1691,edo,0.5988,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1692,edo,0.6106,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1693,edo,0.6081,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1694,edo,0.6252,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1695,edo,0.7095,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1696,edo,0.7563,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1697,edo,0.6500,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1698,edo,0.6077,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1699,edo,0.6080,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1700,edo,0.6372,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1701,edo,0.6271,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1702,edo,0.6525,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1703,edo,0.6114,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1704,edo,0.6256,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1705,edo,0.6175,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1706,edo,0.6379,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1707,edo,0.6454,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1708,edo,0.6223,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1709,edo,0.6228,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1710,edo,0.6196,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1711,edo,0.6182,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1712,edo,0.6168,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1713,edo,0.6154,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1714,edo,0.6194,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1715,edo,0.6164,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1716,edo,0.6973,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1717,edo,0.6229,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1718,edo,0.6248,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1719,edo,0.6233,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1720,edo,0.6379,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1721,edo,0.6236,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1722,edo,0.6223,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1723,edo,0.6211,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1724,edo,0.6197,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1725,edo,0.6203,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1726,edo,0.6170,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1727,edo,0.6157,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1728,edo,0.6145,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1729,edo,0.6134,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1730,edo,0.6121,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1731,edo,0.6111,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1732,edo,0.6583,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1733,edo,0.6190,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1734,edo,0.6132,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1735,edo,0.6121,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1736,edo,0.6271,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1737,edo,0.6100,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1738,edo,0.6088,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1739,edo,0.6203,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1740,edo,0.6806,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1741,edo,0.6063,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1742,edo,0.6670,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1743,edo,0.6539,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1744,edo,0.6074,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1745,edo,0.6065,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1746,edo,0.6837,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1747,edo,0.6078,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1748,edo,0.6078,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1749,edo,0.6111,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1750,edo,0.7083,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1751,edo,0.6166,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1752,edo,0.6598,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1753,edo,0.6170,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1754,edo,0.6446,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1755,edo,0.8250,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1756,edo,0.7504,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1757,edo,0.7987,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1758,edo,0.6204,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1759,edo,0.6296,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1760,edo,0.6180,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1761,edo,0.6167,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1762,edo,0.6472,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1763,edo,0.6435,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1764,edo,0.6131,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1765,edo,0.6119,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1766,edo,0.6626,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1767,edo,0.6097,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1768,edo,0.6557,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1769,edo,0.6075,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1770,edo,0.6074,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1771,edo,0.6063,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1772,edo,0.6071,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1773,edo,0.6040,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1774,edo,0.7370,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1775,edo,0.6019,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1776,edo,0.6081,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1777,edo,0.5999,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1778,edo,0.6022,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1779,edo,0.5979,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1780,edo,0.6680,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1781,edo,0.6028,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1782,edo,0.6742,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1783,edo,0.6472,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1784,edo,0.6536,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1785,edo,0.6508,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1786,edo,0.6802,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1787,edo,0.6612,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1788,edo,0.7356,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1789,edo,0.6806,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1790,edo,0.7388,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1791,edo,0.6519,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1792,edo,0.6542,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1793,edo,0.6579,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1794,edo,0.6522,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1795,edo,0.6714,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1796,edo,0.6484,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1797,edo,0.6467,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1798,edo,0.6959,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1799,edo,0.6430,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1800,edo,0.6412,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1801,edo,0.6394,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1802,edo,0.6377,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1803,edo,0.6398,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1804,edo,0.6381,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1805,edo,0.6364,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1806,edo,0.6970,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1807,edo,0.7002,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1808,edo,0.6316,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1809,edo,0.6402,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1810,edo,0.6285,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1811,edo,0.7040,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1812,edo,0.7050,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1813,edo,0.6401,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1814,edo,0.6787,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1815,edo,0.6538,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1816,edo,0.6220,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1817,edo,0.6208,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1818,edo,0.6213,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1819,edo,0.6200,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1820,edo,0.6167,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1821,edo,0.6622,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1822,edo,0.6182,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1823,edo,0.6194,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1824,edo,0.6156,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1825,edo,0.6194,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
1826,edo,0.6230,inferred_sim_fill,sim ricePrice x overlapScale=1.0646 (until Kinsei/Edo quotes; not CC primary)
